Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Sc,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular,Internet_Access,Parent_Educ,Family_Income,Stress_Level (1-10)
S352,John,Jones,student352@univ.edu,Male,19,Business,90.62,45,70,86.78,93.8,70.93,82.39,87.87,D,19.3,No,No,Master's,High,10
S353,Maria,Davis,student353@univ.edu,Female,21,CS,99.84,87,54,55.15,81.93,61.27,64.1,72.25,C,18.7,No,No,Bachelor's,Low,8
S354,Ahmed,Brown,student354@univ.edu,Female,22,CS,83.33,93,71,58.59,56.92,31.65,81.28,87.46,D,24.4,Yes,Yes,High School,Low,5
S355,Liam,Jones,student355@univ.edu,Female,20,Mathematics,62.85,55,46,65.96,81.64,95.76,89.59,54.6,C,18.3,Yes,No,Bachelor's,Medium,7
S356,Sara,Johnson,student356@univ.edu,Male,22,Engineering,66.63,44,57,60.88,59.23,76.11,63.67,61.06,D,19.0,No,Yes,Master's,Medium,5
S357,Ahmed,Jones,student357@univ.edu,Male,23,CS,90.7,50,60,73.85,83.1,4.18,91.24,47.87,D,21.1,Yes,Yes,Master's,Medium,3
S358,Omar,Williams,student358@univ.edu,Female,18,Engineering,56.06,41,80,52.39,82.52,37.97,68.57,71.26,D,17.4,Yes,Yes,Bachelor's,Low,4
S359,Sara,Williams,student359@univ.edu,Male,23,Mathematics,54.93,52,94,61.84,61.11,66.8,71.02,52.65,B,14.6,No,No,None,Medium,8
S360,Ahmed,Smith,student360@univ.edu,Male,18,Business,99.46,44,58,81.1,87.8,55.07,78.47,52.99,C,11.1,No,No,High School,Low,8
S361,Ahmed,Brown,student361@univ.edu,Male,24,Business,80.53,49,90,94.22,90.08,58.42,82.81,90.48,C,7.8,No,Yes,Bachelor's,Medium,10
S362,Emma,Brown,student362@univ.edu,Female,21,Business,99.52,50,66,75.0,67.69,50.89,63.94,50.46,B,8.4,Yes,Yes,None,Low,6
S363,Maria,Williams,student363@univ.edu,Female,18,Mathematics,78.12,57,70,54.04,84.52,8.63,98.73,43.03,A,17.3,No,Yes,None,Low,4
S364,Omar,Johnson,student364@univ.edu,Female,21,Business,94.88,72,73,53.28,98.12,35.64,66.35,93.49,A,14.0,No,No,High School,High,4
S365,Ali,Jones,student365@univ.edu,Female,20,Business,72.86,60,53,98.83,66.6,36.28,71.74,60.01,C,28.9,Yes,No,Master's,Low,7
S366,Emma,Johnson,student366@univ.edu,Female,20,CS,54.08,63,77,78.61,72.61,55.21,89.15,46.1,A,14.9,Yes,Yes,PhD,Medium,10
S367,Sara,Brown,student367@univ.edu,Male,22,Business,79.26,76,99,75.4,67.82,13.67,98.2,61.86,D,6.6,Yes,No,None,High,3
S368,John,Jones,student368@univ.edu,Female,22,CS,88.32,67,76,68.86,85.64,65.26,66.5,75.06,F,23.7,Yes,No,High School,Low,4
S369,Liam,Johnson,student369@univ.edu,Male,23,Mathematics,86.16,42,52,79.88,79.31,99.35,67.97,54.2,B,21.3,No,Yes,Bachelor's,Low,10
S370,Omar,Davis,student370@univ.edu,Female,23,Mathematics,65.97,47,94,62.33,59.14,21.41,89.52,86.3,D,26.2,No,Yes,None,Low,2
S371,John,Smith,student371@univ.edu,Female,18,Business,83.12,90,73,52.64,85.6,6.87,96.82,61.91,B,14.6,Yes,No,High School,Low,6
S372,John,Smith,student372@univ.edu,Female,21,CS,64.82,94,64,79.28,94.14,92.5,56.32,44.43,B,15.9,No,Yes,High School,Low,9
S373,John,Davis,student373@univ.edu,Female,18,Engineering,95.68,65,83,54.38,88.92,12.16,58.64,88.41,F,17.1,Yes,No,High School,Medium,8
S374,Maria,Jones,student374@univ.edu,Female,19,Business,94.17,45,72,85.12,58.3,89.94,90.72,42.5,F,24.6,No,No,None,Medium,5
S375,Emma,Davis,student375@univ.edu,Male,19,Engineering,50.63,85,65,71.42,87.06,2.15,91.84,40.69,F,8.6,No,Yes,Bachelor's,High,8
S376,John,Smith,student376@univ.edu,Male,24,Business,91.38,55,86,71.77,57.91,71.12,59.48,69.83,F,12.2,No,No,Bachelor's,Low,9
S377,Sara,Davis,student377@univ.edu,Female,20,CS,85.73,57,43,58.35,66.4,92.83,66.6,56.98,A,21.0,No,No,Master's,Medium,4
S378,Liam,Williams,student378@univ.edu,Male,20,Mathematics,66.84,81,87,65.3,82.78,70.42,86.16,91.08,A,8.2,No,No,Master's,Medium,10
S379,Ali,Smith,student379@univ.edu,Male,19,Business,92.33,63,87,68.47,55.84,71.89,87.46,66.32,B,24.3,Yes,No,None,High,1
S380,John,Smith,student380@univ.edu,Male,22,Engineering,70.85,59,92,73.47,66.81,58.16,53.93,50.08,F,14.8,Yes,No,Bachelor's,High,6
S381,Liam,Johnson,student381@univ.edu,Male,18,Engineering,96.33,66,74,82.9,82.53,25.85,98.74,78.67,D,15.1,Yes,Yes,PhD,Medium,3
S382,Omar,Johnson,student382@univ.edu,Female,23,Engineering,83.36,62,65,97.14,65.56,22.73,94.74,41.1,C,23.4,Yes,Yes,High School,High,7
S383,Omar,Davis,student383@univ.edu,Female,20,Engineering,93.12,91,97,84.8,79.08,68.06,85.46,67.27,D,14.6,Yes,Yes,Master's,Low,8
S384,Omar,Williams,student384@univ.edu,Male,22,Business,75.64,44,71,51.66,80.3,22.7,58.28,49.88,C,21.6,Yes,Yes,None,Medium,9
S385,Liam,Smith,student385@univ.edu,Female,20,Business,90.33,64,66,72.57,93.13,15.52,65.3,54.44,B,12.4,No,No,Master's,Low,8
S386,Ali,Jones,student386@univ.edu,Male,24,Business,52.58,81,94,88.12,95.84,29.25,61.82,88.68,F,26.8,Yes,Yes,PhD,High,2
S387,Sara,Davis,student387@univ.edu,Female,21,Business,55.48,84,63,70.11,54.69,48.42,60.43,43.91,C,8.1,No,No,PhD,High,7
S388,Maria,Johnson,student388@univ.edu,Female,21,CS,52.08,81,42,51.72,62.71,88.95,75.12,90.06,C,19.6,Yes,Yes,High School,High,1
S389,Omar,Brown,student389@univ.edu,Male,18,Business,78.63,91,43,97.74,97.84,88.86,65.52,71.26,A,12.8,Yes,No,None,Medium,5
S390,John,Jones,student390@univ.edu,Female,20,CS,50.44,73,60,99.23,80.71,28.64,96.63,80.59,B,16.4,No,No,High School,Low,1
S391,Ahmed,Brown,student391@univ.edu,Female,23,Mathematics,72.92,77,59,53.41,68.09,52.38,82.31,43.11,F,5.3,No,No,Bachelor's,High,9
S392,Liam,Smith,student392@univ.edu,Female,19,CS,95.22,95,49,56.57,66.05,3.29,83.23,85.17,C,6.8,No,Yes,None,Medium,5
S393,John,Davis,student393@univ.edu,Female,22,Business,53.78,42,43,68.44,78.5,27.47,65.1,69.05,A,23.4,Yes,Yes,High School,Medium,3
S394,Ali,Brown,student394@univ.edu,Female,21,Engineering,54.87,57,73,73.07,53.19,82.37,80.94,79.61,D,16.8,Yes,Yes,Bachelor's,High,4
S395,Sara,Williams,student395@univ.edu,Female,24,Engineering,77.82,48,68,64.48,55.63,3.98,86.77,53.59,C,15.4,Yes,Yes,None,High,7
S396,Ali,Johnson,student396@univ.edu,Male,22,CS,58.29,47,63,75.68,54.0,92.81,62.49,92.04,B,13.2,No,Yes,Master's,Low,2
S397,Sara,Brown,student397@univ.edu,Male,23,Business,53.41,49,78,84.69,64.52,15.18,92.71,88.81,A,5.9,Yes,Yes,High School,Medium,9
S398,Sara,Johnson,student398@univ.edu,Male,22,Business,89.55,44,59,82.05,62.34,2.31,93.38,95.31,C,25.3,Yes,Yes,Bachelor's,Medium,8
S399,Omar,Smith,student399@univ.edu,Female,21,Engineering,79.86,96,81,70.13,79.51,10.93,55.27,51.99,A,11.5,No,No,Bachelor's,Medium,5
S400,Sara,Johnson,student400@univ.edu,Female,20,Engineering,91.9,86,75,59.1,54.58,0.68,80.44,50.86,A,11.1,No,No,Bachelor's,Low,5
S401,Maria,Williams,student401@univ.edu,Female,19,CS,53.04,93,58,76.74,89.64,37.74,58.39,73.11,F,12.7,No,No,High School,Low,4
S402,Sara,Brown,student402@univ.edu,Female,21,Engineering,94.02,77,45,68.47,67.8,39.2,54.74,68.79,D,7.7,Yes,Yes,High School,Medium,9
S403,Emma,Williams,student403@univ.edu,Male,19,CS,74.62,96,40,87.53,61.08,62.87,71.73,86.17,C,12.8,Yes,Yes,Master's,High,2
S404,Omar,Williams,student404@univ.edu,Female,20,Business,55.1,42,40,95.26,83.03,51.05,62.18,85.37,F,16.5,Yes,No,Bachelor's,Medium,4
S405,Omar,Johnson,student405@univ.edu,Male,18,Engineering,75.84,69,90,99.89,98.11,44.64,57.27,97.08,D,12.5,No,Yes,Bachelor's,Medium,8
S406,John,Davis,student406@univ.edu,Female,22,Mathematics,53.78,87,64,72.35,95.8,92.35,99.13,65.04,B,13.5,Yes,No,Bachelor's,Medium,1
S407,Maria,Johnson,student407@univ.edu,Female,18,Engineering,51.24,46,70,70.66,95.21,13.92,89.31,83.71,D,23.8,No,Yes,None,Low,2
S408,Ali,Smith,student408@univ.edu,Female,22,CS,64.2,68,65,84.53,50.51,55.89,52.62,54.56,F,27.2,No,Yes,Bachelor's,High,5
S409,Omar,Brown,student409@univ.edu,Male,19,CS,66.93,76,73,87.93,73.19,81.45,81.9,77.98,F,17.0,Yes,No,Master's,Medium,6
S410,Ahmed,Smith,student410@univ.edu,Male,22,CS,63.84,83,40,77.78,56.47,15.73,54.08,54.58,B,26.0,No,Yes,PhD,Low,10
S411,Ahmed,Smith,student411@univ.edu,Male,19,Business,87.51,82,47,67.32,60.31,8.87,90.12,51.85,F,29.5,No,Yes,Bachelor's,High,7
S412,Liam,Johnson,student412@univ.edu,Female,21,Engineering,98.95,42,41,87.97,50.88,20.97,51.54,97.24,B,17.1,Yes,No,None,Low,9
S413,Maria,Jones,student413@univ.edu,Female,19,Mathematics,70.84,90,79,89.65,94.73,94.7,95.56,96.42,A,13.0,Yes,Yes,None,Low,5
S414,Omar,Smith,student414@univ.edu,Male,18,CS,68.9,87,58,86.6,62.54,57.73,83.47,67.67,D,24.9,Yes,No,Master's,Medium,8
S415,John,Brown,student415@univ.edu,Female,24,Mathematics,91.04,56,61,79.02,72.0,86.03,90.03,63.66,B,11.4,Yes,Yes,High School,Low,7
S416,Sara,Davis,student416@univ.edu,Male,20,CS,85.79,55,48,98.2,85.43,68.85,56.26,53.09,D,13.3,No,Yes,Bachelor's,Low,3
S417,Ali,Johnson,student417@univ.edu,Male,24,CS,67.81,82,60,56.41,51.13,18.03,67.01,81.41,F,27.2,Yes,Yes,None,Low,9
S418,Maria,Smith,student418@univ.edu,Female,20,Mathematics,92.7,45,75,80.29,77.91,3.36,94.39,95.86,F,29.1,Yes,Yes,High School,High,3
S419,Omar,Jones,student419@univ.edu,Male,23,Engineering,77.99,63,65,61.78,56.56,19.78,95.86,40.87,C,20.0,Yes,Yes,Master's,Medium,3
S420,Emma,Davis,student420@univ.edu,Male,19,Business,74.06,60,80,96.74,97.25,61.69,92.6,72.85,D,21.5,No,Yes,Bachelor's,Medium,7
S421,Sara,Williams,student421@univ.edu,Male,21,Business,59.13,86,81,82.96,81.64,49.77,96.12,99.21,A,9.1,No,No,None,Medium,1
S422,John,Johnson,student422@univ.edu,Female,18,Business,80.52,86,95,66.36,69.55,92.74,81.98,58.14,F,23.5,Yes,No,PhD,Low,3
S423,Emma,Williams,student423@univ.edu,Male,21,Mathematics,52.56,92,90,60.0,91.48,55.33,84.51,75.85,A,9.8,Yes,No,Master's,Medium,6
S424,Sara,Jones,student424@univ.edu,Female,19,Engineering,87.13,64,47,65.01,52.22,36.76,64.71,87.13,D,20.2,No,No,None,High,1
S425,Emma,Johnson,student425@univ.edu,Male,24,Business,99.07,40,68,54.53,80.97,25.11,65.94,65.16,C,25.4,No,No,Master's,Low,8
S426,Emma,Brown,student426@univ.edu,Male,18,CS,50.02,82,96,52.16,99.46,19.05,55.4,89.42,A,16.4,No,Yes,Bachelor's,Medium,9
S427,Omar,Davis,student427@univ.edu,Female,23,Business,98.13,53,42,85.89,68.64,82.65,90.81,74.5,B,20.0,Yes,Yes,Master's,High,1
S428,Ali,Brown,student428@univ.edu,Male,19,Business,63.16,77,74,65.4,65.56,12.91,53.62,72.98,C,27.7,No,No,Master's,Medium,2
S429,Liam,Williams,student429@univ.edu,Female,18,Mathematics,75.08,81,86,58.36,79.22,74.79,63.99,43.15,A,8.5,No,Yes,Bachelor's,High,4
S430,Sara,Smith,student430@univ.edu,Male,18,Mathematics,81.73,50,85,75.81,91.71,70.01,61.08,75.35,C,7.3,Yes,No,High School,Low,5
S431,Emma,Brown,student431@univ.edu,Male,21,Mathematics,80.78,75,97,92.07,63.83,69.28,66.08,67.15,B,21.9,Yes,No,Master's,High,9
S432,Sara,Smith,student432@univ.edu,Female,21,CS,65.61,92,97,82.15,98.44,49.13,90.34,94.0,F,24.9,Yes,Yes,High School,Medium,6
S433,Omar,Johnson,student433@univ.edu,Female,21,Mathematics,62.48,87,81,82.83,77.59,84.4,71.74,70.9,A,10.1,No,No,Bachelor's,Low,9
S434,Emma,Jones,student434@univ.edu,Male,24,Engineering,56.05,76,53,83.11,77.58,52.07,66.16,60.11,F,19.3,No,Yes,None,High,6
S435,John,Jones,student435@univ.edu,Male,18,CS,90.16,79,52,79.96,96.91,51.45,68.48,51.85,C,25.9,Yes,Yes,None,Medium,10
S436,Ahmed,Johnson,student436@univ.edu,Male,20,Engineering,81.25,57,60,87.51,68.49,97.82,92.94,41.06,B,6.5,No,No,High School,High,7
S437,Liam,Williams,student437@univ.edu,Male,24,Engineering,84.08,92,56,74.52,80.13,95.25,82.9,60.95,A,24.9,No,Yes,High School,High,10
S438,Omar,Williams,student438@univ.edu,Male,19,CS,74.25,82,76,80.43,52.03,69.1,96.36,86.93,F,13.7,No,No,Bachelor's,Medium,6
S439,Maria,Johnson,student439@univ.edu,Male,24,Mathematics,82.21,95,77,87.21,56.43,4.36,77.39,57.03,B,11.3,Yes,No,None,Medium,10
S440,Liam,Davis,student440@univ.edu,Male,18,Engineering,68.3,93,66,53.6,53.48,82.47,90.83,88.19,B,11.3,Yes,No,Bachelor's,Low,4
S441,John,Brown,student441@univ.edu,Female,19,CS,65.63,86,79,71.93,91.51,30.22,55.66,53.51,A,28.4,Yes,No,Master's,High,9
S442,Emma,Jones,student442@univ.edu,Female,22,Mathematics,50.71,88,89,52.41,85.62,78.05,66.06,81.64,A,6.9,No,Yes,Bachelor's,Low,8
S443,Ali,Smith,student443@univ.edu,Female,24,Engineering,70.56,79,51,50.1,89.71,70.53,96.39,46.19,C,16.8,Yes,No,None,Medium,5
S444,Sara,Davis,student444@univ.edu,Male,23,Business,99.91,66,56,81.28,84.36,92.1,71.59,92.12,B,22.6,No,Yes,None,Low,7
S445,Liam,Brown,student445@univ.edu,Male,19,Engineering,61.23,98,81,74.58,97.53,43.31,59.99,71.48,A,17.4,Yes,Yes,Master's,Medium,8
S446,John,Davis,student446@univ.edu,Male,24,Mathematics,94.31,48,55,98.47,70.62,81.98,55.49,60.34,D,13.5,No,Yes,None,High,9
S447,Ali,Davis,student447@univ.edu,Male,24,Business,58.14,84,94,71.28,66.12,43.59,92.93,54.6,D,28.1,No,No,High School,High,7
S448,Liam,Davis,student448@univ.edu,Female,24,Mathematics,52.94,61,78,96.69,79.29,91.78,94.98,89.31,A,10.9,No,Yes,PhD,Medium,2
S449,Ahmed,Smith,student449@univ.edu,Male,22,CS,83.43,78,45,72.38,53.16,6.94,90.63,99.08,F,11.4,Yes,Yes,High School,Medium,9
S450,John,Davis,student450@univ.edu,Female,18,Business,74.0,88,56,53.47,75.06,64.48,97.05,80.41,C,6.6,Yes,Yes,High School,Low,6
S451,Omar,Jones,student451@univ.edu,Male,23,Business,99.31,64,49,64.39,50.64,88.71,54.66,89.03,B,18.3,Yes,Yes,Master's,Low,3
S452,Omar,Davis,student452@univ.edu,Male,19,Business,74.6,86,49,80.09,94.4,19.71,92.9,65.0,F,29.0,No,No,Bachelor's,Low,7
S453,Emma,Johnson,student453@univ.edu,Female,23,Engineering,81.02,59,63,51.75,94.24,15.07,56.49,76.22,C,8.0,Yes,No,PhD,High,3
S454,John,Johnson,student454@univ.edu,Male,21,Mathematics,77.51,66,55,62.71,81.98,24.49,72.81,94.99,B,17.9,Yes,Yes,Master's,Medium,9
S455,Omar,Smith,student455@univ.edu,Male,23,Mathematics,71.36,89,60,52.82,67.62,97.76,58.17,74.15,A,9.2,Yes,Yes,None,Low,8
S456,Emma,Johnson,student456@univ.edu,Male,18,Mathematics,92.34,80,85,70.71,76.18,12.9,61.23,74.25,F,9.5,Yes,No,Bachelor's,High,7
S457,John,Smith,student457@univ.edu,Male,22,Mathematics,87.33,85,77,62.52,65.67,19.34,81.44,96.07,C,10.3,Yes,No,None,Low,2
S458,Ali,Brown,student458@univ.edu,Female,20,Engineering,58.0,56,96,78.25,59.75,45.67,70.99,79.37,A,6.4,No,No,Bachelor's,Medium,7
S459,Emma,Davis,student459@univ.edu,Female,23,CS,50.76,58,89,82.72,90.1,50.68,75.59,85.88,A,8.2,No,Yes,High School,Medium,4
S460,Ali,Davis,student460@univ.edu,Male,21,CS,88.99,91,45,83.52,51.16,60.0,88.6,61.34,C,7.6,Yes,No,Bachelor's,Medium,3
S461,Emma,Williams,student461@univ.edu,Male,20,CS,96.59,82,42,71.95,54.15,39.84,87.85,67.68,D,11.4,No,No,High School,Low,5
S462,Ahmed,Davis,student462@univ.edu,Female,24,Mathematics,75.86,63,77,63.31,90.16,3.43,72.5,71.35,D,19.3,Yes,Yes,PhD,Medium,6
S463,Omar,Brown,student463@univ.edu,Male,23,Business,86.36,64,46,52.92,91.41,38.34,82.32,47.67,D,14.5,No,No,None,High,7
S464,Emma,Williams,student464@univ.edu,Male,21,Engineering,72.04,79,47,88.33,88.2,97.49,75.96,61.68,A,5.6,Yes,Yes,Master's,Medium,3
S465,Ahmed,Smith,student465@univ.edu,Male,18,Mathematics,65.69,58,61,90.57,71.95,25.84,78.83,93.74,C,20.1,Yes,Yes,Bachelor's,Low,7
S466,Emma,Williams,student466@univ.edu,Male,20,Business,80.26,83,89,55.02,79.68,0.27,79.57,97.82,B,20.7,Yes,No,High School,Medium,10
S467,Maria,Williams,student467@univ.edu,Male,24,Engineering,53.83,57,88,84.52,79.9,83.67,70.09,71.25,C,18.3,No,No,Bachelor's,Low,10
S468,Maria,Johnson,student468@univ.edu,Female,21,Business,55.47,85,89,99.67,93.22,49.18,68.41,77.57,C,24.4,No,No,Bachelor's,Low,7
S469,Liam,Brown,student469@univ.edu,Male,19,Mathematics,53.6,84,45,54.7,74.69,8.17,84.9,66.79,F,16.2,No,Yes,Bachelor's,Low,4
S470,Ahmed,Jones,student470@univ.edu,Male,24,Engineering,93.95,88,91,65.12,57.24,77.1,79.7,51.31,F,7.2,No,Yes,PhD,Medium,7
S471,Emma,Smith,student471@univ.edu,Female,18,CS,83.54,73,80,78.32,65.52,46.47,82.94,41.37,C,16.8,No,Yes,PhD,Low,4
S472,Ali,Johnson,student472@univ.edu,Female,21,Engineering,96.62,92,71,54.75,92.56,10.37,66.16,69.74,B,21.4,Yes,No,None,Medium,1
S473,Emma,Johnson,student473@univ.edu,Male,21,Business,96.16,62,45,66.97,56.14,89.61,84.78,99.44,F,28.5,No,No,None,Low,5
S474,Maria,Brown,student474@univ.edu,Female,18,CS,61.25,80,57,58.28,72.17,36.48,91.82,69.55,F,15.5,Yes,No,None,Medium,9
S475,Maria,Johnson,student475@univ.edu,Male,19,Business,65.91,47,61,55.56,91.47,6.59,91.51,58.65,F,19.1,No,No,High School,Low,3
S476,Ali,Brown,student476@univ.edu,Male,19,Mathematics,78.48,46,61,98.51,57.15,14.36,90.3,55.62,F,12.8,Yes,Yes,PhD,Medium,10
S477,Liam,Johnson,student477@univ.edu,Female,21,Mathematics,50.37,97,46,64.35,99.73,71.31,53.18,47.81,A,18.2,Yes,No,High School,Low,2
S478,Ahmed,Johnson,student478@univ.edu,Male,22,Business,84.72,59,47,58.57,97.11,3.02,55.11,63.03,B,10.7,No,Yes,High School,Medium,6
S479,Liam,Jones,student479@univ.edu,Male,24,CS,83.37,88,72,87.97,61.64,94.41,55.05,97.27,A,28.8,No,Yes,Master's,High,10
S480,Omar,Smith,student480@univ.edu,Female,18,Engineering,69.61,75,92,63.42,69.12,16.54,79.04,65.47,B,24.2,Yes,Yes,Master's,Medium,2
S481,Emma,Jones,student481@univ.edu,Male,20,Mathematics,67.51,58,71,73.76,85.27,78.69,54.16,90.5,F,11.0,No,Yes,None,Low,8
S482,Sara,Jones,student482@univ.edu,Female,19,CS,95.76,95,54,82.6,62.8,7.83,94.39,55.17,B,8.8,Yes,No,PhD,Low,4
S483,Liam,Smith,student483@univ.edu,Female,24,Mathematics,82.44,41,64,65.14,71.94,28.45,95.1,90.81,D,13.4,Yes,Yes,None,Low,3
S484,Maria,Johnson,student484@univ.edu,Female,20,Engineering,82.58,60,58,50.16,75.77,83.24,83.4,83.56,D,9.2,Yes,Yes,High School,Low,3
S485,Ali,Davis,student485@univ.edu,Male,18,Mathematics,61.91,95,87,70.46,88.38,34.59,55.11,73.67,A,23.7,Yes,No,Bachelor's,Low,1
S486,Ahmed,Johnson,student486@univ.edu,Male,23,Mathematics,70.31,78,73,69.2,61.71,66.85,86.69,62.17,D,20.2,No,Yes,PhD,Low,3
S487,Maria,Brown,student487@univ.edu,Female,20,Mathematics,65.81,56,52,67.33,88.74,27.66,51.38,70.46,B,5.0,No,No,Bachelor's,High,8
S488,Emma,Brown,student488@univ.edu,Female,22,CS,62.08,51,57,72.0,62.41,46.23,76.5,47.47,B,5.1,Yes,No,None,High,5
S489,Ali,Davis,student489@univ.edu,Male,21,Business,94.5,93,50,67.84,56.79,43.65,59.26,59.38,F,29.0,No,Yes,PhD,High,7
S490,Liam,Williams,student490@univ.edu,Female,21,CS,94.96,48,62,79.51,57.07,29.46,69.43,88.89,F,15.4,Yes,Yes,PhD,Low,9
S491,Omar,Johnson,student491@univ.edu,Male,20,Business,68.02,66,75,87.27,66.0,72.65,62.6,74.12,C,10.9,Yes,No,Master's,High,6
S492,John,Smith,student492@univ.edu,Male,18,Business,87.47,92,49,58.08,94.67,34.55,76.03,74.88,D,10.8,No,No,None,Medium,1
S493,Emma,Johnson,student493@univ.edu,Female,21,CS,70.15,93,56,94.13,94.24,50.24,66.08,95.54,C,17.9,Yes,No,Bachelor's,High,3
S494,Ali,Davis,student494@univ.edu,Male,22,Mathematics,64.15,97,79,99.87,97.0,62.26,94.85,84.44,A,12.9,No,Yes,Bachelor's,Medium,7
S495,Omar,Johnson,student495@univ.edu,Male,18,Engineering,87.51,86,79,61.5,98.02,20.12,86.8,79.17,F,5.7,Yes,No,Bachelor's,Low,7
S496,Maria,Brown,student496@univ.edu,Male,19,Mathematics,77.41,53,87,72.29,78.26,2.55,64.18,71.13,D,28.0,Yes,Yes,High School,Medium,6
S497,Emma,Smith,student497@univ.edu,Female,22,CS,61.66,80,79,51.64,86.26,93.33,50.88,71.39,D,19.5,No,Yes,Master's,High,6
S498,Emma,Brown,student498@univ.edu,Female,24,Business,75.39,88,40,70.44,92.49,5.51,57.59,73.6,D,17.6,Yes,Yes,Bachelor's,High,6
S499,John,Jones,student499@univ.edu,Male,20,Engineering,52.32,68,78,80.07,86.94,19.3,99.95,87.47,F,28.2,No,Yes,Master's,Medium,8
S500,Sara,Brown,student500@univ.edu,Male,19,Engineering,96.44,89,62,78.0,74.43,18.27,52.61,50.54,B,13.1,Yes,No,None,High,2
S501,Sara,Johnson,student501@univ.edu,Male,19,Engineering,80.51,65,60,67.78,58.8,32.91,85.39,61.34,A,11.2,No,Yes,None,Low,5
S502,Ali,Brown,student502@univ.edu,Male,24,Engineering,50.79,79,70,87.46,52.07,69.33,67.99,77.27,B,14.3,No,Yes,Bachelor's,Low,4
S503,Ali,Davis,student503@univ.edu,Male,22,Business,82.61,63,98,92.85,56.86,50.03,85.54,41.27,B,29.1,No,No,High School,Low,10
S504,Sara,Brown,student504@univ.edu,Male,19,Engineering,55.66,92,50,91.84,82.75,38.38,86.76,69.03,F,12.6,Yes,Yes,None,High,5
S505,Omar,Jones,student505@univ.edu,Male,22,Mathematics,90.75,77,53,55.17,82.77,54.83,84.39,76.3,B,18.8,No,Yes,Bachelor's,Medium,1
S506,Maria,Davis,student506@univ.edu,Female,19,Mathematics,89.49,52,76,85.3,63.76,49.56,94.94,47.22,C,22.0,No,Yes,PhD,High,2
S507,Maria,Davis,student507@univ.edu,Female,22,Engineering,57.12,52,41,80.94,75.29,41.62,55.5,62.54,D,15.7,No,No,High School,Medium,9
S508,John,Williams,student508@univ.edu,Female,19,CS,66.46,56,45,74.47,92.97,58.96,70.31,95.86,D,14.9,Yes,No,Bachelor's,Low,10
S509,Omar,Smith,student509@univ.edu,Female,23,Engineering,81.78,77,57,89.0,69.5,64.27,70.14,53.78,B,8.3,Yes,No,None,Low,8
S510,Liam,Davis,student510@univ.edu,Female,20,CS,67.83,71,72,57.46,90.32,13.52,82.16,87.64,C,27.1,No,No,Bachelor's,Low,6
S511,Sara,Johnson,student511@univ.edu,Female,20,Engineering,68.06,65,69,99.47,88.46,70.39,69.58,44.7,A,11.3,No,No,Master's,Low,7
S512,Omar,Williams,student512@univ.edu,Female,24,Business,53.07,63,60,85.01,56.53,61.0,52.61,89.75,C,11.1,No,No,PhD,Low,1
S513,Emma,Williams,student513@univ.edu,Male,18,Business,58.33,67,91,97.68,77.08,33.11,76.81,99.3,C,14.1,No,Yes,High School,High,3
S514,Liam,Jones,student514@univ.edu,Male,18,Engineering,69.86,94,73,81.62,98.56,29.83,61.63,62.13,F,24.1,Yes,No,High School,Medium,6
S515,Ahmed,Williams,student515@univ.edu,Male,24,Engineering,67.53,74,46,51.02,80.34,15.51,57.86,88.18,F,11.2,No,Yes,High School,High,9
S516,Emma,Brown,student516@univ.edu,Female,21,CS,85.62,61,74,85.29,83.79,63.39,91.69,50.44,A,18.4,No,Yes,PhD,High,4
S517,Ahmed,Jones,student517@univ.edu,Female,18,Engineering,86.09,53,81,56.46,63.6,24.72,80.58,87.36,A,29.1,Yes,No,PhD,Medium,7
S518,Maria,Davis,student518@univ.edu,Female,24,Engineering,95.5,81,94,66.58,76.95,95.58,84.13,90.51,C,9.3,Yes,Yes,None,Medium,2
S519,Maria,Jones,student519@univ.edu,Female,24,Business,80.42,62,66,79.55,84.81,2.62,79.21,81.76,A,13.7,No,Yes,None,Medium,4
S520,Omar,Smith,student520@univ.edu,Male,24,CS,54.48,84,80,58.64,81.94,18.42,84.46,94.96,B,6.5,No,No,Bachelor's,Medium,9
S521,Sara,Brown,student521@univ.edu,Female,22,Business,74.52,78,40,88.83,73.15,30.37,75.25,45.59,D,15.5,No,No,PhD,Low,2
S522,Ahmed,Jones,student522@univ.edu,Male,20,Mathematics,64.43,54,57,78.36,98.45,98.44,86.93,76.26,D,14.3,Yes,No,PhD,Medium,8
S523,Maria,Jones,student523@univ.edu,Female,18,CS,84.83,52,40,88.83,67.29,66.27,73.25,74.48,C,5.3,Yes,Yes,Master's,High,6
S524,Ahmed,Jones,student524@univ.edu,Female,24,Engineering,98.94,87,68,87.71,84.93,98.08,90.23,83.26,D,16.7,Yes,No,None,Medium,9
S525,John,Jones,student525@univ.edu,Male,24,Business,89.87,74,48,89.01,51.07,29.38,54.34,80.36,A,21.5,Yes,Yes,None,High,8
S526,Emma,Jones,student526@univ.edu,Female,23,Business,96.35,68,47,76.62,76.1,35.31,60.99,98.26,A,15.2,Yes,Yes,Bachelor's,Medium,4
S527,Ahmed,Smith,student527@univ.edu,Male,18,CS,62.91,70,64,78.02,80.19,24.19,67.76,62.79,B,22.1,No,Yes,Master's,High,3
